"","market","stop_ship_acct","customer_state_code","count_customer_nk","Date"
"4532","PUBL",NA,"GA",391,"2020-06-11"
"4533","PUBL",NA,"IL",1088,"2020-06-11"
"4534","PUBL",NA,"DC",33,"2020-06-11"
"4535","PUBL",NA,"AZ",435,"2020-06-11"
"4536","PUBL",NA,"AE",45,"2020-06-11"
"4537","PUBL",NA,"AK",58,"2020-06-11"
"4538","PUBL","N","NE",1118,"2020-06-12"
"4539","PUBL","Y","KS",103,"2020-06-12"
"4540","PUBL","N","KY",1437,"2020-06-12"
"4541","PUBL","N","WA",1147,"2020-06-12"
"4542","PUBL","N","MD",1840,"2020-06-12"
"4543","PUBL","Y","NH",111,"2020-06-12"
"4544","PUBL","Y","CA",961,"2020-06-12"
"4545","PUBL","Y","AK",21,"2020-06-12"
"4546","PUBL","Y","AZ",65,"2020-06-12"
"4547","PUBL","Y","WY",14,"2020-06-12"
"4548","PUBL","N","TEX",1,"2020-06-12"
"4549","PUBL",NA,"CA",1183,"2020-06-12"
"4550","PUBL",NA,"WI",707,"2020-06-12"
"4551","PUBL",NA,"HI",70,"2020-06-12"
"4552","PUBL",NA,"SD",34,"2020-06-12"
"4553","PUBL","N","AE",1,"2020-06-12"
"4554","PUBL","N","IN",2859,"2020-06-12"
"4555","PUBL","N","NY",10495,"2020-06-12"
"4556","PUBL","Y","MI",491,"2020-06-12"
"4557","PUBL","Y","IL",829,"2020-06-12"
"4558","PUBL","N","WV",509,"2020-06-12"
"4559","PUBL","N","DC",604,"2020-06-12"
"4560","PUBL","Y","SC",110,"2020-06-12"
"4561","PUBL","N","AR",680,"2020-06-12"
"4562","PUBL","Y","GA",117,"2020-06-12"
"4563","PUBL","Y","LA",97,"2020-06-12"
"4564","PUBL","Y","NC",172,"2020-06-12"
"4565","PUBL",NA,"PA",640,"2020-06-12"
"4566","PUBL",NA,"IA",551,"2020-06-12"
"4567","PUBL",NA,"MN",264,"2020-06-12"
"4568","PUBL",NA,"VT",135,"2020-06-12"
"4569","PUBL",NA,"ZZ",6,"2020-06-12"
"4570","PUBL","N","AP",5,"2020-06-12"
"4571","PUBL",NA,"NE",117,"2020-06-12"
"4572","PUBL","N","102",1,"2020-06-12"
"4573","PUBL","N","PR",3,"2020-06-12"
"4574","PUBL","Y","OH",629,"2020-06-12"
"4575","PUBL","N","GA",3073,"2020-06-12"
"4576","PUBL","Y","MO",192,"2020-06-12"
"4577","PUBL","N",NA,9,"2020-06-12"
"4578","PUBL","N","CA",10838,"2020-06-12"
"4579","PUBL","N","ME",1813,"2020-06-12"
"4580","PUBL","N","NH",1264,"2020-06-12"
"4581","PUBL","N","AK",333,"2020-06-12"
"4582","PUBL","Y","MT",12,"2020-06-12"
"4583","PUBL","Y","AL",61,"2020-06-12"
"4584","PUBL","N","AUS",5,"2020-06-12"
"4585","PUBL",NA,"CT",574,"2020-06-12"
"4586","PUBL",NA,"FL",724,"2020-06-12"
"4587","PUBL",NA,"AR",108,"2020-06-12"
"4588","PUBL",NA,"ME",289,"2020-06-12"
"4589","PUBL",NA,NA,5,"2020-06-12"
"4590","PUBL",NA,"NM",137,"2020-06-12"
"4591","PUBL",NA,"UT",120,"2020-06-12"
"4592","PUBL","Y",NA,1,"2020-06-12"
"4593","PUBL","Y","ND",1,"2020-06-12"
"4594","PUBL",NA,"VI",2,"2020-06-12"
"4595","PUBL","N","MI",4213,"2020-06-12"
"4596","PUBL","Y","WI",106,"2020-06-12"
"4597","PUBL","N","ND",393,"2020-06-12"
"4598","PUBL","N","ID",413,"2020-06-12"
"4599","PUBL","N","MA",4743,"2020-06-12"
"4600","PUBL","N","NJ",5398,"2020-06-12"
"4601","PUBL","N","CT",3213,"2020-06-12"
"4602","PUBL","N","AZ",2473,"2020-06-12"
"4603","PUBL","N","UT",530,"2020-06-12"
"4604","PUBL","N","TN",2150,"2020-06-12"
"4605","PUBL","Y","NJ",753,"2020-06-12"
"4606","PUBL","Y","DC",52,"2020-06-12"
"4607","PUBL","Y","NY",3553,"2020-06-12"
"4608","PUBL","Y","VT",37,"2020-06-12"
"4609","PUBL","N","HI",266,"2020-06-12"
"4610","PUBL","N","MT",442,"2020-06-12"
"4611","PUBL","Y","OR",65,"2020-06-12"
"4612","PUBL",NA,"NJ",857,"2020-06-12"
"4613","PUBL",NA,"OH",584,"2020-06-12"
"4614","PUBL",NA,"TN",462,"2020-06-12"
"4615","PUBL",NA,"WV",61,"2020-06-12"
"4616","PUBL",NA,"WA",186,"2020-06-12"
"4617","PUBL",NA,"AP",6,"2020-06-12"
"4618","PUBL",NA,"ON",1,"2020-06-12"
"4619","PUBL","N","OH",3500,"2020-06-12"
"4620","PUBL","N","TX",8922,"2020-06-12"
"4621","PUBL","Y","IN",622,"2020-06-12"
"4622","PUBL","Y","OK",61,"2020-06-12"
"4623","PUBL","Y","TX",482,"2020-06-12"
"4624","PUBL","N","MS",670,"2020-06-12"
"4625","PUBL","N","LA",892,"2020-06-12"
"4626","PUBL","Y","RI",40,"2020-06-12"
"4627","PUBL","N","NC",3223,"2020-06-12"
"4628","PUBL","N","WY",451,"2020-06-12"
"4629","PUBL","Y","CO",143,"2020-06-12"
"4630","PUBL","N","OR",963,"2020-06-12"
"4631","PUBL","Y","FL",216,"2020-06-12"
"4632","PUBL",NA,"RI",100,"2020-06-12"
"4633","PUBL",NA,"LA",172,"2020-06-12"
"4634","PUBL",NA,"IN",524,"2020-06-12"
"4635","PUBL",NA,"TX",1107,"2020-06-12"
"4636","PUBL",NA,"MA",879,"2020-06-12"
"4637","PUBL",NA,"NH",273,"2020-06-12"
"4638","PUBL",NA,"WY",58,"2020-06-12"
"4639","PUBL",NA,"OR",166,"2020-06-12"
"4640","PUBL",NA,"ND",45,"2020-06-12"
"4641","PUBL","N","VI",1,"2020-06-12"
"4642","PUBL","N","KS",1587,"2020-06-12"
"4643","PUBL","N","SD",345,"2020-06-12"
"4644","PUBL","N","MN",1594,"2020-06-12"
"4645","PUBL","Y","KY",93,"2020-06-12"
"4646","PUBL","N","VA",2144,"2020-06-12"
"4647","PUBL","N","VT",812,"2020-06-12"
"4648","PUBL","N","PA",3957,"2020-06-12"
"4649","PUBL","N","SC",1578,"2020-06-12"
"4650","PUBL","Y","CT",296,"2020-06-12"
"4651","PUBL","Y","ME",78,"2020-06-12"
"4652","PUBL","Y","MA",239,"2020-06-12"
"4653","PUBL","N","RI",757,"2020-06-12"
"4654","PUBL","Y","NM",41,"2020-06-12"
"4655","PUBL","Y","UT",9,"2020-06-12"
"4656","PUBL","N","AL",1603,"2020-06-12"
"4657","PUBL","Y","TN",90,"2020-06-12"
"4658","PUBL",NA,"MD",193,"2020-06-12"
"4659","PUBL",NA,"SC",101,"2020-06-12"
"4660","PUBL",NA,"OK",102,"2020-06-12"
"4661","PUBL",NA,"MO",311,"2020-06-12"
"4662","PUBL",NA,"MT",60,"2020-06-12"
"4663","PUBL",NA,"ID",76,"2020-06-12"
"4664","PUBL","N","WI",3254,"2020-06-12"
"4665","PUBL","N","OK",887,"2020-06-12"
"4666","PUBL","Y","IA",38,"2020-06-12"
"4667","PUBL","Y","MN",78,"2020-06-12"
"4668","PUBL","Y","NE",5,"2020-06-12"
"4669","PUBL","N","NM",824,"2020-06-12"
"4670","PUBL","N","FL",7378,"2020-06-12"
"4671","PUBL","N","DE",571,"2020-06-12"
"4672","PUBL","Y","DE",32,"2020-06-12"
"4673","PUBL","Y","MD",197,"2020-06-12"
"4674","PUBL","Y","PA",426,"2020-06-12"
"4675","PUBL","Y","VA",162,"2020-06-12"
"4676","PUBL","Y","WV",46,"2020-06-12"
"4677","PUBL","N","ZEA",3,"2020-06-12"
"4678","PUBL","Y","NV",47,"2020-06-12"
"4679","PUBL",NA,"NC",411,"2020-06-12"
"4680","PUBL",NA,"DE",159,"2020-06-12"
"4681","PUBL",NA,"MS",111,"2020-06-12"
"4682","PUBL",NA,"KY",184,"2020-06-12"
"4683","PUBL",NA,"MI",765,"2020-06-12"
"4684","PUBL",NA,"CO",338,"2020-06-12"
"4685","PUBL",NA,"KS",298,"2020-06-12"
"4686","PUBL",NA,"NV",73,"2020-06-12"
"4687","PUBL","Y","SD",3,"2020-06-12"
"4688","PUBL","N","IA",2582,"2020-06-12"
"4689","PUBL","N","IL",6902,"2020-06-12"
"4690","PUBL","N","MO",2066,"2020-06-12"
"4691","PUBL","Y","MS",224,"2020-06-12"
"4692","PUBL","N","NV",650,"2020-06-12"
"4693","PUBL","N","CO",1837,"2020-06-12"
"4694","PUBL","Y","ID",17,"2020-06-12"
"4695","PUBL","Y","WA",239,"2020-06-12"
"4696","PUBL",NA,"NY",1400,"2020-06-12"
"4697","PUBL",NA,"VA",422,"2020-06-12"
"4698","PUBL",NA,"AL",242,"2020-06-12"
"4699","PUBL",NA,"GA",391,"2020-06-12"
"4700","PUBL",NA,"IL",1085,"2020-06-12"
"4701","PUBL",NA,"DC",33,"2020-06-12"
"4702","PUBL",NA,"AZ",435,"2020-06-12"
"4703","PUBL",NA,"AE",45,"2020-06-12"
"4704","PUBL",NA,"AK",58,"2020-06-12"
"4705","PUBL","Y","OK",61,"2020-06-15"
"4706","PUBL","Y","TX",480,"2020-06-15"
"4707","PUBL","N","MS",703,"2020-06-15"
"4708","PUBL","N","LA",900,"2020-06-15"
"4709","PUBL","Y","RI",44,"2020-06-15"
"4710","PUBL","N","NC",3223,"2020-06-15"
"4711","PUBL","N","WY",451,"2020-06-15"
"4712","PUBL","Y","CO",140,"2020-06-15"
"4713","PUBL","N","OR",964,"2020-06-15"
"4714","PUBL","Y","FL",214,"2020-06-15"
"4715","PUBL",NA,"RI",100,"2020-06-15"
"4716","PUBL",NA,"LA",172,"2020-06-15"
"4717","PUBL",NA,"IN",524,"2020-06-15"
"4718","PUBL",NA,"TX",1107,"2020-06-15"
"4719","PUBL",NA,"MA",879,"2020-06-15"
"4720","PUBL",NA,"NH",273,"2020-06-15"
"4721","PUBL",NA,"WY",58,"2020-06-15"
"4722","PUBL",NA,"OR",166,"2020-06-15"
"4723","PUBL",NA,"ND",45,"2020-06-15"
"4724","PUBL","N","VI",1,"2020-06-15"
"4725","PUBL","N","KS",1596,"2020-06-15"
"4726","PUBL","N","SD",345,"2020-06-15"
"4727","PUBL","N","MN",1596,"2020-06-15"
"4728","PUBL","Y","KY",91,"2020-06-15"
"4729","PUBL","N","VA",2148,"2020-06-15"
"4730","PUBL","N","VT",812,"2020-06-15"
"4731","PUBL","N","PA",3968,"2020-06-15"
"4732","PUBL","N","SC",1579,"2020-06-15"
"4733","PUBL","Y","CT",294,"2020-06-15"
"4734","PUBL","Y","ME",70,"2020-06-15"
"4735","PUBL","Y","MA",229,"2020-06-15"
"4736","PUBL","N","RI",755,"2020-06-15"
"4737","PUBL","Y","NM",41,"2020-06-15"
"4738","PUBL","Y","UT",9,"2020-06-15"
"4739","PUBL","N","AL",1603,"2020-06-15"
"4740","PUBL","Y","TN",90,"2020-06-15"
"4741","PUBL",NA,"MD",193,"2020-06-15"
"4742","PUBL",NA,"SC",101,"2020-06-15"
"4743","PUBL",NA,"OK",102,"2020-06-15"
"4744","PUBL",NA,"MO",311,"2020-06-15"
"4745","PUBL",NA,"MT",60,"2020-06-15"
"4746","PUBL",NA,"ID",76,"2020-06-15"
"4747","PUBL","N","WI",3261,"2020-06-15"
"4748","PUBL","N","OK",887,"2020-06-15"
"4749","PUBL","Y","IA",37,"2020-06-15"
"4750","PUBL","Y","MN",76,"2020-06-15"
"4751","PUBL","Y","NE",5,"2020-06-15"
"4752","PUBL","N","NM",824,"2020-06-15"
"4753","PUBL","N","FL",7380,"2020-06-15"
"4754","PUBL","N","DE",573,"2020-06-15"
"4755","PUBL","Y","DE",30,"2020-06-15"
"4756","PUBL","Y","MD",197,"2020-06-15"
"4757","PUBL","Y","PA",415,"2020-06-15"
"4758","PUBL","Y","VA",158,"2020-06-15"
"4759","PUBL","Y","WV",46,"2020-06-15"
"4760","PUBL","N","ZEA",3,"2020-06-15"
"4761","PUBL","Y","NV",47,"2020-06-15"
"4762","PUBL",NA,"NC",411,"2020-06-15"
"4763","PUBL",NA,"DE",159,"2020-06-15"
"4764","PUBL",NA,"MS",111,"2020-06-15"
"4765","PUBL",NA,"KY",184,"2020-06-15"
"4766","PUBL",NA,"MI",765,"2020-06-15"
"4767","PUBL",NA,"CO",338,"2020-06-15"
"4768","PUBL",NA,"KS",298,"2020-06-15"
"4769","PUBL",NA,"NV",73,"2020-06-15"
"4770","PUBL","Y","SD",3,"2020-06-15"
"4771","PUBL","N","IA",2583,"2020-06-15"
"4772","PUBL","N","IL",6965,"2020-06-15"
"4773","PUBL","N","MO",2073,"2020-06-15"
"4774","PUBL","Y","MS",191,"2020-06-15"
"4775","PUBL","N","NV",650,"2020-06-15"
"4776","PUBL","N","CO",1840,"2020-06-15"
"4777","PUBL","Y","ID",17,"2020-06-15"
"4778","PUBL","Y","WA",239,"2020-06-15"
"4779","PUBL",NA,"NY",1400,"2020-06-15"
"4780","PUBL",NA,"VA",422,"2020-06-15"
"4781","PUBL",NA,"AL",242,"2020-06-15"
"4782","PUBL",NA,"GA",391,"2020-06-15"
"4783","PUBL",NA,"IL",1085,"2020-06-15"
"4784","PUBL",NA,"DC",33,"2020-06-15"
"4785","PUBL",NA,"AZ",435,"2020-06-15"
"4786","PUBL",NA,"AE",45,"2020-06-15"
"4787","PUBL",NA,"AK",58,"2020-06-15"
"4788","PUBL","N","NE",1118,"2020-06-15"
"4789","PUBL","Y","KS",94,"2020-06-15"
"4790","PUBL","N","KY",1439,"2020-06-15"
"4791","PUBL","N","WA",1146,"2020-06-15"
"4792","PUBL","N","MD",1840,"2020-06-15"
"4793","PUBL","Y","NH",108,"2020-06-15"
"4794","PUBL","Y","CA",941,"2020-06-15"
"4795","PUBL","Y","AK",21,"2020-06-15"
"4796","PUBL","Y","AZ",64,"2020-06-15"
"4797","PUBL","Y","WY",14,"2020-06-15"
"4798","PUBL","N","TEX",1,"2020-06-15"
"4799","PUBL",NA,"CA",1183,"2020-06-15"
"4800","PUBL",NA,"WI",707,"2020-06-15"
"4801","PUBL",NA,"HI",70,"2020-06-15"
"4802","PUBL",NA,"SD",34,"2020-06-15"
"4803","PUBL","N","AE",1,"2020-06-15"
"4804","PUBL","N","IN",2886,"2020-06-15"
"4805","PUBL","N","NY",10580,"2020-06-15"
"4806","PUBL","Y","MI",378,"2020-06-15"
"4807","PUBL","Y","IL",766,"2020-06-15"
"4808","PUBL","N","WV",509,"2020-06-15"
"4809","PUBL","N","DC",604,"2020-06-15"
"4810","PUBL","Y","SC",109,"2020-06-15"
"4811","PUBL","N","AR",680,"2020-06-15"
"4812","PUBL","Y","GA",117,"2020-06-15"
"4813","PUBL","Y","LA",89,"2020-06-15"
"4814","PUBL","Y","NC",172,"2020-06-15"
"4815","PUBL",NA,"PA",640,"2020-06-15"
"4816","PUBL",NA,"IA",551,"2020-06-15"
"4817","PUBL",NA,"MN",264,"2020-06-15"
"4818","PUBL",NA,"VT",135,"2020-06-15"
"4819","PUBL",NA,"ZZ",6,"2020-06-15"
"4820","PUBL","N","AP",5,"2020-06-15"
"4821","PUBL",NA,"NE",117,"2020-06-15"
"4822","PUBL","N","102",1,"2020-06-15"
"4823","PUBL","N","PR",3,"2020-06-15"
"4824","PUBL","Y","OH",612,"2020-06-15"
"4825","PUBL","N","GA",3073,"2020-06-15"
"4826","PUBL","Y","MO",185,"2020-06-15"
"4827","PUBL","N",NA,9,"2020-06-15"
"4828","PUBL","N","CA",10858,"2020-06-15"
"4829","PUBL","N","ME",1821,"2020-06-15"
"4830","PUBL","N","NH",1267,"2020-06-15"
"4831","PUBL","N","AK",333,"2020-06-15"
"4832","PUBL","Y","MT",9,"2020-06-15"
"4833","PUBL","Y","AL",61,"2020-06-15"
"4834","PUBL","N","AUS",5,"2020-06-15"
"4835","PUBL",NA,"CT",574,"2020-06-15"
"4836","PUBL",NA,"FL",724,"2020-06-15"
"4837","PUBL",NA,"AR",108,"2020-06-15"
"4838","PUBL",NA,"ME",289,"2020-06-15"
"4839","PUBL",NA,NA,5,"2020-06-15"
"4840","PUBL",NA,"NM",137,"2020-06-15"
"4841","PUBL",NA,"UT",120,"2020-06-15"
"4842","PUBL","Y",NA,1,"2020-06-15"
"4843","PUBL","Y","ND",1,"2020-06-15"
"4844","PUBL",NA,"VI",2,"2020-06-15"
"4845","PUBL","N","MI",4326,"2020-06-15"
"4846","PUBL","Y","WI",99,"2020-06-15"
"4847","PUBL","N","ND",393,"2020-06-15"
"4848","PUBL","N","ID",413,"2020-06-15"
"4849","PUBL","N","MA",4753,"2020-06-15"
"4850","PUBL","N","NJ",5425,"2020-06-15"
"4851","PUBL","N","CT",3214,"2020-06-15"
"4852","PUBL","N","AZ",2474,"2020-06-15"
"4853","PUBL","N","UT",530,"2020-06-15"
"4854","PUBL","N","TN",2150,"2020-06-15"
"4855","PUBL","Y","NJ",726,"2020-06-15"
"4856","PUBL","Y","DC",52,"2020-06-15"
"4857","PUBL","Y","NY",3469,"2020-06-15"
"4858","PUBL","Y","VT",37,"2020-06-15"
"4859","PUBL","N","HI",266,"2020-06-15"
"4860","PUBL","N","MT",445,"2020-06-15"
"4861","PUBL","Y","OR",65,"2020-06-15"
"4862","PUBL",NA,"NJ",857,"2020-06-15"
"4863","PUBL",NA,"OH",584,"2020-06-15"
"4864","PUBL",NA,"TN",462,"2020-06-15"
"4865","PUBL",NA,"WV",61,"2020-06-15"
"4866","PUBL",NA,"WA",186,"2020-06-15"
"4867","PUBL",NA,"AP",6,"2020-06-15"
"4868","PUBL",NA,"ON",1,"2020-06-15"
"4869","PUBL","N","OH",3517,"2020-06-15"
"4870","PUBL","N","TX",8924,"2020-06-15"
"4871","PUBL","Y","IN",595,"2020-06-15"
"4872","PUBL","N","NE",1118,"2020-06-16"
"4873","PUBL","Y","KS",94,"2020-06-16"
"4874","PUBL","N","KY",1439,"2020-06-16"
"4875","PUBL","N","WA",1146,"2020-06-16"
"4876","PUBL","N","MD",1844,"2020-06-16"
"4877","PUBL","Y","NH",105,"2020-06-16"
"4878","PUBL","Y","CA",941,"2020-06-16"
"4879","PUBL","Y","AK",21,"2020-06-16"
"4880","PUBL","Y","AZ",64,"2020-06-16"
"4881","PUBL","Y","WY",14,"2020-06-16"
"4882","PUBL","N","TEX",1,"2020-06-16"
"4883","PUBL",NA,"CA",1183,"2020-06-16"
"4884","PUBL",NA,"WI",707,"2020-06-16"
"4885","PUBL",NA,"HI",70,"2020-06-16"
"4886","PUBL",NA,"SD",34,"2020-06-16"
"4887","PUBL","N","AE",1,"2020-06-16"
"4888","PUBL","N","IN",2887,"2020-06-16"
"4889","PUBL","N","NY",10611,"2020-06-16"
"4890","PUBL","Y","MI",353,"2020-06-16"
"4891","PUBL","Y","IL",727,"2020-06-16"
"4892","PUBL","N","WV",509,"2020-06-16"
"4893","PUBL","N","DC",604,"2020-06-16"
"4894","PUBL","Y","SC",109,"2020-06-16"
"4895","PUBL","N","AR",680,"2020-06-16"
"4896","PUBL","Y","GA",114,"2020-06-16"
"4897","PUBL","Y","LA",89,"2020-06-16"
"4898","PUBL","Y","NC",172,"2020-06-16"
"4899","PUBL",NA,"PA",640,"2020-06-16"
"4900","PUBL",NA,"IA",551,"2020-06-16"
"4901","PUBL",NA,"MN",264,"2020-06-16"
"4902","PUBL",NA,"VT",135,"2020-06-16"
"4903","PUBL",NA,"ZZ",6,"2020-06-16"
"4904","PUBL","N","AP",5,"2020-06-16"
"4905","PUBL",NA,"NE",117,"2020-06-16"
"4906","PUBL","N","102",1,"2020-06-16"
"4907","PUBL","N","PR",3,"2020-06-16"
"4908","PUBL","Y","OH",600,"2020-06-16"
"4909","PUBL","N","GA",3076,"2020-06-16"
"4910","PUBL","Y","MO",183,"2020-06-16"
"4911","PUBL","N",NA,9,"2020-06-16"
"4912","PUBL","N","CA",10858,"2020-06-16"
"4913","PUBL","N","ME",1821,"2020-06-16"
"4914","PUBL","N","NH",1270,"2020-06-16"
"4915","PUBL","N","AK",333,"2020-06-16"
"4916","PUBL","Y","MT",9,"2020-06-16"
"4917","PUBL","Y","AL",60,"2020-06-16"
"4918","PUBL","N","AUS",5,"2020-06-16"
"4919","PUBL",NA,"CT",574,"2020-06-16"
"4920","PUBL",NA,"FL",724,"2020-06-16"
"4921","PUBL",NA,"AR",108,"2020-06-16"
"4922","PUBL",NA,"ME",289,"2020-06-16"
"4923","PUBL",NA,NA,5,"2020-06-16"
"4924","PUBL",NA,"NM",137,"2020-06-16"
"4925","PUBL",NA,"UT",120,"2020-06-16"
"4926","PUBL","Y",NA,1,"2020-06-16"
"4927","PUBL","Y","ND",1,"2020-06-16"
"4928","PUBL",NA,"VI",2,"2020-06-16"
"4929","PUBL","N","MI",4351,"2020-06-16"
"4930","PUBL","Y","WI",92,"2020-06-16"
"4931","PUBL","N","ND",393,"2020-06-16"
"4932","PUBL","N","ID",413,"2020-06-16"
"4933","PUBL","N","MA",4745,"2020-06-16"
"4934","PUBL","N","NJ",5505,"2020-06-16"
"4935","PUBL","N","CT",3214,"2020-06-16"
"4936","PUBL","N","AZ",2474,"2020-06-16"
"4937","PUBL","N","UT",530,"2020-06-16"
"4938","PUBL","N","TN",2150,"2020-06-16"
"4939","PUBL","Y","NJ",646,"2020-06-16"
"4940","PUBL","Y","DC",52,"2020-06-16"
"4941","PUBL","Y","NY",3438,"2020-06-16"
"4942","PUBL","Y","VT",37,"2020-06-16"
"4943","PUBL","N","HI",266,"2020-06-16"
"4944","PUBL","N","MT",445,"2020-06-16"
"4945","PUBL","Y","OR",65,"2020-06-16"
"4946","PUBL",NA,"NJ",857,"2020-06-16"
"4947","PUBL",NA,"OH",584,"2020-06-16"
"4948","PUBL",NA,"TN",462,"2020-06-16"
"4949","PUBL",NA,"WV",61,"2020-06-16"
"4950","PUBL",NA,"WA",186,"2020-06-16"
"4951","PUBL",NA,"AP",6,"2020-06-16"
"4952","PUBL",NA,"ON",1,"2020-06-16"
"4953","PUBL","N","OH",3529,"2020-06-16"
"4954","PUBL","N","TX",8925,"2020-06-16"
"4955","PUBL","Y","IN",594,"2020-06-16"
"4956","PUBL","Y","OK",61,"2020-06-16"
"4957","PUBL","Y","TX",479,"2020-06-16"
"4958","PUBL","N","MS",703,"2020-06-16"
"4959","PUBL","N","LA",900,"2020-06-16"
"4960","PUBL","Y","RI",44,"2020-06-16"
"4961","PUBL","N","NC",3213,"2020-06-16"
"4962","PUBL","N","WY",451,"2020-06-16"
"4963","PUBL","Y","CO",140,"2020-06-16"
"4964","PUBL","N","OR",964,"2020-06-16"
"4965","PUBL","Y","FL",214,"2020-06-16"
"4966","PUBL",NA,"RI",100,"2020-06-16"
"4967","PUBL",NA,"LA",172,"2020-06-16"
"4968","PUBL",NA,"IN",524,"2020-06-16"
"4969","PUBL",NA,"TX",1107,"2020-06-16"
"4970","PUBL",NA,"MA",879,"2020-06-16"
"4971","PUBL",NA,"NH",273,"2020-06-16"
"4972","PUBL",NA,"WY",58,"2020-06-16"
"4973","PUBL",NA,"OR",166,"2020-06-16"
"4974","PUBL",NA,"ND",45,"2020-06-16"
"4975","PUBL","N","VI",1,"2020-06-16"
"4976","PUBL","N","KS",1596,"2020-06-16"
"4977","PUBL","N","SD",345,"2020-06-16"
"4978","PUBL","N","MN",1599,"2020-06-16"
"4979","PUBL","Y","KY",91,"2020-06-16"
"4980","PUBL","N","VA",2150,"2020-06-16"
"4981","PUBL","N","VT",812,"2020-06-16"
"4982","PUBL","N","PA",3976,"2020-06-16"
"4983","PUBL","N","SC",1579,"2020-06-16"
"4984","PUBL","Y","CT",294,"2020-06-16"
"4985","PUBL","Y","ME",70,"2020-06-16"
"4986","PUBL","Y","MA",238,"2020-06-16"
"4987","PUBL","N","RI",755,"2020-06-16"
"4988","PUBL","Y","NM",41,"2020-06-16"
"4989","PUBL","Y","UT",9,"2020-06-16"
"4990","PUBL","N","AL",1604,"2020-06-16"
"4991","PUBL","Y","TN",90,"2020-06-16"
"4992","PUBL",NA,"MD",193,"2020-06-16"
"4993","PUBL",NA,"SC",101,"2020-06-16"
"4994","PUBL",NA,"OK",102,"2020-06-16"
"4995","PUBL",NA,"MO",311,"2020-06-16"
"4996","PUBL",NA,"MT",60,"2020-06-16"
"4997","PUBL",NA,"ID",76,"2020-06-16"
"4998","PUBL","N","WI",3268,"2020-06-16"
"4999","PUBL","N","OK",887,"2020-06-16"
"5000","PUBL","Y","IA",37,"2020-06-16"
"5001","PUBL","Y","MN",73,"2020-06-16"
"5002","PUBL","Y","NE",5,"2020-06-16"
"5003","PUBL","N","NM",824,"2020-06-16"
"5004","PUBL","N","FL",7380,"2020-06-16"
"5005","PUBL","N","DE",573,"2020-06-16"
"5006","PUBL","Y","DE",30,"2020-06-16"
"5007","PUBL","Y","MD",193,"2020-06-16"
"5008","PUBL","Y","PA",407,"2020-06-16"
"5009","PUBL","Y","VA",156,"2020-06-16"
"5010","PUBL","Y","WV",46,"2020-06-16"
"5011","PUBL","N","ZEA",3,"2020-06-16"
"5012","PUBL","Y","NV",47,"2020-06-16"
"5013","PUBL",NA,"NC",411,"2020-06-16"
"5014","PUBL",NA,"DE",159,"2020-06-16"
"5015","PUBL",NA,"MS",111,"2020-06-16"
"5016","PUBL",NA,"KY",184,"2020-06-16"
"5017","PUBL",NA,"MI",765,"2020-06-16"
"5018","PUBL",NA,"CO",338,"2020-06-16"
"5019","PUBL",NA,"KS",298,"2020-06-16"
"5020","PUBL",NA,"NV",73,"2020-06-16"
"5021","PUBL","Y","SD",3,"2020-06-16"
"5022","PUBL","N","IA",2583,"2020-06-16"
"5023","PUBL","N","IL",7004,"2020-06-16"
"5024","PUBL","N","MO",2075,"2020-06-16"
"5025","PUBL","Y","MS",191,"2020-06-16"
"5026","PUBL","N","NV",650,"2020-06-16"
"5027","PUBL","N","CO",1840,"2020-06-16"
"5028","PUBL","Y","ID",17,"2020-06-16"
"5029","PUBL","Y","WA",239,"2020-06-16"
"5030","PUBL",NA,"NY",1401,"2020-06-16"
"5031","PUBL",NA,"VA",422,"2020-06-16"
"5032","PUBL",NA,"AL",242,"2020-06-16"
"5033","PUBL",NA,"GA",391,"2020-06-16"
"5034","PUBL",NA,"IL",1085,"2020-06-16"
"5035","PUBL",NA,"DC",33,"2020-06-16"
"5036","PUBL",NA,"AZ",436,"2020-06-16"
"5037","PUBL",NA,"AE",45,"2020-06-16"
"5038","PUBL",NA,"AK",58,"2020-06-16"
"5039","PUBL","N","NE",1118,"2020-06-19"
"5040","PUBL","Y","KS",90,"2020-06-19"
"5041","PUBL","N","KY",1441,"2020-06-19"
"5042","PUBL","N","WA",1201,"2020-06-19"
"5043","PUBL","N","MD",1844,"2020-06-19"
"5044","PUBL","Y","NH",100,"2020-06-19"
"5045","PUBL","Y","CA",899,"2020-06-19"
"5046","PUBL","Y","AK",19,"2020-06-19"
"5047","PUBL","Y","AZ",63,"2020-06-19"
"5048","PUBL","Y","WY",14,"2020-06-19"
"5049","PUBL","N","TEX",1,"2020-06-19"
"5050","PUBL",NA,"CA",1183,"2020-06-19"
"5051","PUBL",NA,"WI",707,"2020-06-19"
"5052","PUBL",NA,"HI",70,"2020-06-19"
"5053","PUBL",NA,"SD",34,"2020-06-19"
"5054","PUBL","N","AE",1,"2020-06-19"
"5055","PUBL","N","IN",2882,"2020-06-19"
"5056","PUBL","N","NY",10747,"2020-06-19"
"5057","PUBL","Y","IL",689,"2020-06-19"
"5058","PUBL","Y","MI",259,"2020-06-19"
"5059","PUBL","N","WV",511,"2020-06-19"
"5060","PUBL","N","DC",604,"2020-06-19"
"5061","PUBL","N","AR",680,"2020-06-19"
"5062","PUBL","Y","GA",108,"2020-06-19"
